total_rooms,total_bedrooms,population,households,median_income,housing_median_age,latitude,longitude,ocean_proximity,median_house_value
960.0,205.0,729.0,356,8.071555373648826,4.0,32.21021106726217,-124.36484812586261,ISLAND,181937
3872.0,,,828,1.2020722912057624,22.0,40.196095530658,-115.70486539128646,NEAR OCEAN,192245
3192.0,518.0,2739.0,553,2.6558283295860607,26.0,40.24853767487104,-124.350448410959,<1H OCEAN,239977
566.0,98.0,,317,0.1755236336662891,49.0,39.8774218830237,-122.0116938949998,NEAR OCEAN,219169
4526.0,898.0,1728.0,635,2.933086107805647,43.0,34.83364068891118,-123.85868022110557,<1H OCEAN,345515
3544.0,133.0,1901.0,57,7.731418739186715,36.0,40.37237218221818,-121.75035760054858,INLAND,285132
3271.0,410.0,2991.0,557,5.179605277125789,13.0,37.42998132605269,-124.00384585638987,ISLAND,454470
3019.0,738.0,961.0,525,3.480955931682881,32.0,35.73808108867002,-117.65196424182685,ISLAND,185090
230.0,197.0,1380.0,346,3.717392949063303,17.0,38.25329959704233,-123.53340502023167,INLAND,317336
1785.0,679.0,2280.0,213,0.013536257154681541,41.0,32.12341046060374,-115.62969481577224,NEAR OCEAN,314159
869.0,391.0,1899.0,534,2.9980052756523587,36.0,33.42960877600752,-116.01089844200695,NEAR OCEAN,420298
2491.0,525.0,1806.0,646,6.464587416379305,46.0,39.42293538170263,-124.8497214598233,NEAR BAY,249988
2533.0,112.0,2660.0,121,9.741944438163571,19.0,34.44161608716153,-115.14701008933375,<1H OCEAN,78343
1284.0,750.0,2460.0,616,8.470608269838994,35.0,37.9800911732875,-124.68161251582296,NEAR OCEAN,381450
4655.0,,675.0,608,0.23594964645529126,46.0,35.851026028230294,-122.36389636546687,INLAND,55829
3485.0,610.0,2103.0,287,8.985606046748394,40.0,40.54805778799262,-124.64371948446406,NEAR OCEAN,84381
4217.0,376.0,1407.0,153,7.83198413298626,28.0,41.52415305996644,-121.30572164256752,ISLAND,423595
4943.0,818.0,2056.0,259,7.803761235709804,1.0,40.8356472837019,-119.34746821715402,<1H OCEAN,262153
3004.0,785.0,2834.0,603,4.579957590035715,42.0,34.70619994693597,-116.23690644083348,NEAR BAY,330407
574.0,190.0,2120.0,877,3.980052929545028,18.0,33.941628690460824,-121.28220294483181,<1H OCEAN,284748
1182.0,264.0,2312.0,517,3.029157288331926,48.0,36.74434893620735,-117.23960972859571,ISLAND,496476
2658.0,484.0,2452.0,503,0.6569485895436578,40.0,32.0733415083618,-122.93745097169122,ISLAND,486522
2147.0,,1755.0,317,2.282353634936991,33.0,32.258093928631816,-116.74341697581461,ISLAND,370562
2847.0,772.0,1679.0,435,2.4660363497802464,12.0,37.532906396230004,-122.40403733499839,ISLAND,271970
1075.0,367.0,1947.0,824,4.840770697102016,8.0,37.20449404165286,-123.42100768461856,INLAND,50148
1906.0,81.0,2303.0,897,7.4744440659669396,24.0,41.945819890352595,-122.9605026458854,NEAR BAY,444970
289.0,719.0,1490.0,436,4.7380982839794665,16.0,34.01841835363758,-122.99730558229959,ISLAND,338889
2834.0,334.0,1842.0,308,0.5784444944716061,,34.58103929160468,-119.3585083268531,ISLAND,122914
3105.0,354.0,2025.0,332,9.57789800988204,38.0,33.135406423262864,-115.70722660693039,NEAR OCEAN,499049
4758.0,478.0,719.0,675,9.427243190941123,44.0,41.17543009653745,-124.12434415308243,NEAR BAY,463356
1999.0,526.0,1374.0,89,7.851895431484084,27.0,39.77811244458451,-117.22348049657235,<1H OCEAN,110653
1367.0,335.0,1056.0,535,9.913279015642205,,40.22339111456847,-117.80218894381856,NEAR BAY,273607
1628.0,193.0,2039.0,269,5.444823328002629,,41.027637879645084,-115.40228052987702,NEAR BAY,242593
3302.0,473.0,2481.0,178,9.627683502532062,16.0,37.248999867258384,-122.31437683442402,NEAR BAY,390459
3656.0,68.0,1068.0,569,0.7560504061675077,12.0,36.51193191450724,-120.04879155446467,ISLAND,343219
3990.0,67.0,,662,3.656807482613713,31.0,35.30391473665617,-114.81589888112131,ISLAND,473913
746.0,818.0,1416.0,737,2.253812680067658,24.0,37.892146143478556,-117.74007204851151,INLAND,497760
2988.0,639.0,,668,1.9583308413427003,14.0,36.542783967898224,-120.72354745852243,<1H OCEAN,59795
2535.0,420.0,381.0,662,1.4080294889267608,45.0,36.51565586605575,-123.55446378859205,NEAR OCEAN,114555
700.0,224.0,2944.0,309,6.224136415659967,25.0,41.36927863731139,-122.1126649130935,NEAR BAY,495420
2463.0,243.0,2266.0,415,7.813218557473051,34.0,41.8403151427913,-118.60662974761678,<1H OCEAN,285068
2161.0,551.0,1158.0,807,5.782983994203606,3.0,39.96484389329581,-117.10015257683435,<1H OCEAN,153107
341.0,,297.0,836,1.4696270958820967,24.0,39.56758090246928,-123.63135924462917,INLAND,363673
2141.0,163.0,2632.0,593,8.111237699334708,42.0,38.80558161779101,-118.40443013951541,NEAR OCEAN,454888
2924.0,271.0,1182.0,698,6.359547071637285,9.0,33.66074852333514,-118.94613593277374,NEAR BAY,497454
2712.0,,2984.0,573,3.881657061269955,26.0,32.59105820875654,-119.34649008640221,NEAR OCEAN,277650
1463.0,996.0,1284.0,863,6.74130295536063,20.0,38.90726315113263,-117.40864570549792,INLAND,217022
1578.0,880.0,1108.0,65,2.5990497924283282,40.0,39.287862222565764,-115.78805445408192,ISLAND,61009
2656.0,693.0,,178,3.451922084942105,10.0,32.4697299109814,-121.44711348505444,<1H OCEAN,228168
875.0,946.0,1329.0,624,9.174858431319903,19.0,41.28051750228848,-115.22086590877944,NEAR BAY,200616
4114.0,313.0,1135.0,158,2.905045056714204,3.0,32.91140639444678,-123.23303026119595,ISLAND,498944
134.0,974.0,589.0,582,4.699882681579366,24.0,34.85900533771203,-123.09673743273719,INLAND,79381
3252.0,104.0,375.0,719,8.901411373960146,5.0,38.72389812798704,-122.06550730013684,NEAR OCEAN,439913
2055.0,920.0,2840.0,318,7.077213502675274,3.0,33.69872594404476,-123.68516043498214,<1H OCEAN,468503
1685.0,692.0,2389.0,211,0.6220322616470275,27.0,32.55415888442244,-122.46648852848834,NEAR BAY,376754
4043.0,849.0,1339.0,309,1.4730304427897034,16.0,35.3114648916415,-123.8294706080687,ISLAND,118122
3173.0,827.0,1374.0,151,0.07841590771916818,49.0,39.65971574855179,-115.96072341316071,ISLAND,380328
1121.0,507.0,225.0,555,6.309217902291634,15.0,36.13678678985261,-123.47134108924713,<1H OCEAN,483297
3561.0,927.0,316.0,784,4.4767342541041835,35.0,38.52972921907939,-116.77972686684157,NEAR OCEAN,264709
2713.0,211.0,1308.0,620,1.3427485090227553,12.0,37.796190972281366,-124.47294745295333,INLAND,488528
3943.0,429.0,1346.0,296,9.579341210567705,41.0,32.222184820255805,-114.56627639734694,NEAR OCEAN,137228
1600.0,136.0,2642.0,689,5.296597239456199,44.0,41.885399870457064,-117.17723903719457,NEAR OCEAN,385087
4898.0,104.0,2574.0,844,2.418932941128892,26.0,32.41428088819388,-124.92523796555277,NEAR OCEAN,130770
261.0,525.0,1018.0,886,5.006035711547075,47.0,41.67802737648485,-116.59757849779764,<1H OCEAN,102726
4397.0,849.0,1417.0,586,6.796203327351078,34.0,37.49864178364398,-119.34509887157196,<1H OCEAN,465427
2081.0,227.0,2298.0,180,0.7623921797356448,23.0,41.63159027065066,-116.42698312631369,INLAND,472696
inf,440.0,2531.0,402,2.74703815047892,31.0,33.14753599413835,-119.25253510220352,NEAR OCEAN,359924
3442.0,398.0,1761.0,245,8.069654908839937,20.0,36.90408519185513,-117.9487265660111,<1H OCEAN,238210
4651.0,57.0,407.0,842,4.596648704026612,12.0,33.69504091866059,-116.35035179065456,INLAND,271454
3898.0,882.0,1459.0,715,5.465771420322949,23.0,32.50974877022443,-120.54381139953358,INLAND,354647
1375.0,362.0,2069.0,431,4.328160022094693,4.0,38.17529115062312,-124.97021035197503,NEAR OCEAN,370037
1116.0,808.0,,694,0.4389994264300512,23.0,34.07783420961692,-115.65058854460293,NEAR BAY,227265
437.0,884.0,,276,1.6574977982015593,48.0,37.87697018287546,-120.81020601112871,NEAR OCEAN,295074
978.0,492.0,474.0,750,4.455416387418909,48.0,33.123644819489854,-119.54353001381759,NEAR BAY,373502
1176.0,816.0,,525,2.0918546540792784,1.0,35.319864714327025,-124.91456693630634,INLAND,130857
4987.0,377.0,1464.0,526,0.49979028659678737,25.0,39.81632558053247,-119.58698788614892,<1H OCEAN,432601
4093.0,103.0,228.0,314,8.436496640518238,2.0,36.37051521842188,-114.14863858271097,ISLAND,465333
4959.0,810.0,1114.0,421,9.811925291641158,30.0,38.27745414897336,-121.93905573099353,INLAND,309405
479.0,288.0,1899.0,535,7.931428739967394,3.0,38.47457940745546,-120.65039902733385,<1H OCEAN,240128
592.0,278.0,2816.0,483,8.53784921704667,21.0,40.437550439872936,-117.44091003884456,INLAND,167928
2162.0,628.0,1481.0,695,2.419771303170454,25.0,35.24922794406641,-116.03726965723976,NEAR OCEAN,108706
3984.0,100.0,616.0,260,9.606269755131997,20.0,38.87295562582518,-120.4086921359329,NEAR BAY,452692
164.0,658.0,1618.0,621,1.9692570445342839,49.0,41.61615807046166,-121.59364242558578,INLAND,394950
2668.0,653.0,185.0,426,9.514298103618323,22.0,39.302433343578684,-114.68391620016426,<1H OCEAN,105006
2127.0,313.0,1298.0,444,9.94819293965951,21.0,36.89870476717745,-117.55140536661163,NEAR OCEAN,137238
2795.0,467.0,2458.0,499,7.117228057460487,33.0,38.30717444491929,-123.69076565057544,ISLAND,298018
1595.0,852.0,1242.0,413,9.81143731791822,38.0,39.39682897763108,-124.24179334051887,NEAR OCEAN,244227
491.0,145.0,2574.0,506,5.695397795671036,15.0,38.122757656938724,-119.68095164130594,NEAR BAY,357942
4614.0,137.0,2093.0,774,2.595417831760903,46.0,32.166758134898394,-122.57900927348,NEAR OCEAN,127271
4574.0,,2261.0,777,4.369958856656209,15.0,33.94773497687226,-122.20616771286122,ISLAND,342321
3661.0,337.0,402.0,275,5.93560935378786,46.0,40.10468217215466,-115.34538603289367,<1H OCEAN,440166
2378.0,169.0,2891.0,180,0.7308156202701499,,34.72650647312484,-124.01477373252058,INLAND,442300
3199.0,863.0,687.0,637,6.223432646172461,21.0,39.31562119561134,-117.13099473248221,NEAR BAY,394359
300.0,540.0,1086.0,525,9.811778367622946,24.0,35.721202152416986,-122.01743521281352,ISLAND,93013
4975.0,961.0,1963.0,847,1.9010764978372763,5.0,37.21884328157943,-116.63638956455449,NEAR BAY,132600
3204.0,501.0,444.0,326,7.925951162883833,6.0,32.679732998194034,-117.053474770901,NEAR OCEAN,408243
4698.0,549.0,913.0,205,9.078987937796194,49.0,33.8122556104971,-124.91868908411277,NEAR BAY,365594
2554.0,214.0,2087.0,809,9.437015928202207,,41.571969635192346,-119.3995104578624,ISLAND,491144
3745.0,231.0,2948.0,267,9.601356044054473,,40.90138053446914,-123.4674856938415,INLAND,434784
904.0,518.0,1410.0,239,5.214596387214719,44.0,38.522751108990505,-115.47150266363455,INLAND,404547
2831.0,959.0,2099.0,466,9.773079079915037,47.0,36.59644597385737,-115.41255528851353,NEAR BAY,488598
2873.0,,1777.0,724,7.573102071344389,23.0,38.75761292895224,-120.39819611756866,<1H OCEAN,149290
1670.0,872.0,1427.0,741,1.616714362369619,,38.18610289093939,-120.11164819703811,NEAR BAY,266110
2790.0,,1192.0,595,4.7690010646797,27.0,37.685522556046124,-121.6638876665502,NEAR OCEAN,181832
3940.0,56.0,2508.0,90,7.18331175372004,,32.591770718635416,-117.11733071143966,INLAND,74142
1128.0,379.0,1109.0,356,2.473403158190833,21.0,38.32802610661507,-121.05472500670895,INLAND,422333
602.0,824.0,803.0,387,6.406151835488874,28.0,39.689200445711684,-122.05428278025103,INLAND,419676
4593.0,722.0,674.0,363,6.666004790466192,35.0,41.94081654645576,-120.2454583454504,<1H OCEAN,460506
970.0,200.0,1708.0,124,1.6269974380856589,22.0,32.11078552594309,-123.99363729773795,<1H OCEAN,181436
4588.0,134.0,1212.0,328,5.650853124527563,40.0,39.30173453310677,-116.78736474891376,ISLAND,369065
306.0,196.0,787.0,225,7.716269109786077,23.0,37.717893159359804,-124.86143958601035,NEAR BAY,331941
1584.0,673.0,2928.0,711,4.988956645359419,3.0,36.340521760809565,-117.91066432327347,NEAR BAY,287403
963.0,430.0,2732.0,322,0.12103116776107425,40.0,33.27570174571371,-122.98849020569641,NEAR OCEAN,82535
2890.0,964.0,2736.0,886,0.09038469079292177,10.0,36.09085148634876,-122.44355549164146,INLAND,358444
663.0,597.0,588.0,669,3.570293439700122,25.0,35.543771829861356,-118.00804801495956,<1H OCEAN,359320
4291.0,334.0,1447.0,700,9.26194068431782,49.0,35.02829888978742,-114.07762187638802,NEAR OCEAN,66105
1857.0,749.0,593.0,832,2.286767796036088,8.0,39.308796233222076,-116.44510762020194,NEAR OCEAN,189011
1778.0,131.0,1767.0,338,6.343636888716872,11.0,39.00725521284264,-122.51576404554268,<1H OCEAN,129472
3342.0,563.0,1737.0,773,2.2207587069332058,5.0,37.89020090980912,-123.06372769454752,NEAR BAY,223101
4736.0,946.0,118.0,321,3.216699896595486,45.0,41.38664813293372,-115.47143842705563,INLAND,196935
1159.0,864.0,2544.0,115,8.48042089601484,37.0,35.49854384180854,-120.11397657286345,NEAR BAY,128097
1822.0,758.0,,532,7.288614422699469,45.0,34.438019377101796,-123.4924191688903,NEAR OCEAN,311674
3414.0,965.0,950.0,297,0.9539927731321063,38.0,38.559033130984,-115.51567434345868,INLAND,191519
3257.0,572.0,1488.0,205,4.287020209864336,29.0,33.98814060937403,-116.02298411794312,ISLAND,146160
2725.0,795.0,1454.0,96,0.2916976364526447,5.0,35.15010507183425,-114.1770299971312,NEAR OCEAN,96940
2829.0,435.0,1467.0,503,4.80890146603009,9.0,34.24602440074885,-114.99281944616048,NEAR BAY,259019
1697.0,756.0,921.0,250,6.62434011701068,,32.691535677185016,-115.63030627473404,NEAR BAY,135001
3160.0,520.0,554.0,709,1.1850262359815156,2.0,40.27498741635674,-124.42168162407897,NEAR BAY,284824
inf,168.0,1724.0,173,2.8888493890916567,1.0,34.545405429216615,-123.8514309355207,<1H OCEAN,200714
4991.0,445.0,2872.0,50,3.9783662550215695,40.0,36.7302750334302,-118.74118486265465,NEAR OCEAN,277870
3727.0,581.0,810.0,808,9.195310246560497,30.0,32.43315273254312,-119.15372829089998,INLAND,276971
1463.0,310.0,2290.0,689,9.93255015422964,11.0,38.99339466252643,-119.9624046406151,NEAR BAY,248715
2081.0,854.0,1016.0,240,0.44911298995615856,28.0,35.30561002306291,-120.63531742043958,NEAR BAY,57928
1763.0,983.0,2975.0,628,7.61007923495392,44.0,39.4473672782921,-120.25668466649238,<1H OCEAN,98002
1629.0,305.0,2752.0,565,3.717240664023432,12.0,36.12403060467866,-118.73772272451725,INLAND,396997
2138.0,783.0,1596.0,491,3.9245818622948003,39.0,33.95755606405625,-124.9771583063991,NEAR OCEAN,164614
3402.0,954.0,1540.0,864,7.542649733470227,26.0,37.13175082282036,-122.13220348453862,ISLAND,167517
2337.0,275.0,404.0,855,9.184264321454087,13.0,33.3050455963744,-119.29892307242417,<1H OCEAN,206089
1406.0,102.0,835.0,192,9.509285945025484,8.0,36.40539159872995,-117.05562291458989,NEAR OCEAN,129064
4129.0,989.0,2438.0,240,5.771225860383208,,35.173054774204864,-123.08427638365065,ISLAND,431838
2775.0,916.0,2063.0,582,3.571211593005028,30.0,41.11959584199633,-118.98430708833824,NEAR BAY,456529
1382.0,549.0,2249.0,276,7.875490858587792,9.0,32.609287217207196,-117.1409434772564,NEAR BAY,444775
809.0,555.0,2109.0,362,2.5100138326230024,39.0,38.94017414105742,-120.10909576294705,INLAND,100893
4844.0,903.0,2989.0,678,5.640740288335177,31.0,33.82751165987436,-124.70210752962944,ISLAND,327311
4513.0,413.0,1061.0,351,3.5857846152487314,21.0,35.1904507433224,-120.05805025687799,NEAR BAY,88598
3848.0,329.0,,703,6.566310737078761,47.0,36.15514063062066,-121.73910623481432,NEAR BAY,188595
4879.0,,2232.0,509,2.403989128935069,34.0,41.080150893749746,-114.77385431528539,INLAND,361921
763.0,763.0,,450,1.9159294573482577,31.0,34.42578266073825,-123.6292527575384,NEAR OCEAN,471655
2098.0,207.0,2963.0,600,9.182390866754371,25.0,32.913088025446704,-117.82276448942045,NEAR BAY,428522
3545.0,681.0,1573.0,442,1.018036829495369,12.0,35.186896039905236,-124.42008257032049,<1H OCEAN,131060
3843.0,108.0,2601.0,813,5.059579077349317,1.0,33.046759705355335,-120.09212518406034,<1H OCEAN,325429
1595.0,776.0,,894,2.208527829630089,22.0,33.28596485960553,-118.90622564057911,NEAR OCEAN,454189
3404.0,177.0,2776.0,256,0.3892996332566745,,37.738505979750265,-121.72249575551447,ISLAND,435114
3863.0,785.0,,259,0.3601881829142639,37.0,32.60901933099493,-119.99416800927577,INLAND,72694
1953.0,770.0,764.0,164,1.7522177210582734,47.0,32.30930881393566,-123.20090826016794,<1H OCEAN,478990
4759.0,931.0,111.0,786,8.667703545060002,1.0,39.14414101470498,-121.6546376558516,<1H OCEAN,447518
1391.0,164.0,1256.0,695,2.8247874397702666,1.0,35.616470948410445,-118.16783042598777,NEAR OCEAN,311401
3681.0,258.0,403.0,300,9.504591705752958,42.0,33.25375349233873,-121.68019938552729,ISLAND,296848
3557.0,575.0,1863.0,268,5.816222929891936,42.0,34.536127708597085,-115.1028261375024,ISLAND,203463
1736.0,570.0,2930.0,456,4.366141897687661,21.0,38.42086507352399,-118.08752346594912,NEAR OCEAN,316755
3796.0,,142.0,492,5.800888346694546,15.0,34.75536567140851,-120.17486079720418,<1H OCEAN,59372
3099.0,286.0,1043.0,652,5.166983852262677,17.0,36.94521125120408,-124.573673708904,INLAND,205384
3252.0,330.0,2490.0,403,7.587762537573251,22.0,33.21695306726672,-119.50496831274862,<1H OCEAN,195152
798.0,408.0,1449.0,607,2.8249606597285224,38.0,37.88093637605447,-116.58746133662402,ISLAND,392762
2260.0,250.0,2645.0,599,3.530503916003024,35.0,35.16077683843264,-122.07886642186345,<1H OCEAN,162945
4197.0,807.0,2511.0,191,8.940943025332507,45.0,38.26968434528717,-116.12549073386356,INLAND,420541
4837.0,327.0,990.0,661,9.464565131504054,16.0,40.08394882304023,-122.2301255734403,NEAR BAY,146213
954.0,284.0,2574.0,550,8.925582274864745,8.0,38.11646419389992,-115.9387897325412,<1H OCEAN,70874
3574.0,543.0,1104.0,889,4.194479939573136,,34.95747562595021,-124.06204824227154,NEAR OCEAN,254986
1807.0,53.0,120.0,751,7.803655030068817,17.0,34.557437015483,-115.47197920244068,NEAR BAY,444813
2877.0,715.0,506.0,596,4.763357333010988,17.0,35.27420958733448,-119.50894903973337,NEAR OCEAN,61600
1833.0,491.0,2766.0,708,4.975398521461022,26.0,33.64620513236505,-121.73808651417711,NEAR OCEAN,446963
3610.0,78.0,1114.0,591,2.0468010905728393,13.0,33.8117185085002,-122.08375424543337,NEAR OCEAN,391559
302.0,158.0,435.0,895,5.911303032585165,17.0,39.90691101900168,-120.247883851766,<1H OCEAN,298430
3355.0,659.0,1938.0,556,1.8613589775334793,38.0,35.84732576507445,-114.0104555208599,ISLAND,205887
4318.0,776.0,1247.0,645,3.3156469906719375,17.0,36.35995180570586,-122.5763986721866,NEAR BAY,265572
4596.0,854.0,2546.0,330,8.550302016199351,48.0,37.94049465566811,-123.864616862331,INLAND,144348
866.0,124.0,2940.0,473,2.0707580921085524,14.0,37.89653495151548,-118.56461314409472,ISLAND,155736
4489.0,887.0,1927.0,319,0.7115828517343281,45.0,32.67376871521926,-119.62603286915717,<1H OCEAN,336858
2427.0,195.0,814.0,203,0.690075926128163,6.0,40.315407863376656,-119.23384101830362,NEAR OCEAN,462106
3031.0,177.0,150.0,663,9.407845205031078,35.0,33.77326553223939,-117.6637104068706,INLAND,185797
297.0,902.0,,776,5.069204379618347,46.0,39.230716360496686,-122.06141523142286,NEAR BAY,486421
2030.0,91.0,888.0,711,4.094120718170183,14.0,39.726709881281664,-114.98268505077723,ISLAND,201756
3682.0,405.0,240.0,132,8.108785810079183,47.0,39.14899534091314,-120.20760727265481,ISLAND,161573
708.0,,569.0,671,8.35825927910516,8.0,37.78977646554145,-123.58005185343292,INLAND,325236
3372.0,983.0,886.0,475,3.321910331156046,15.0,32.14608997108883,-116.83471367592661,<1H OCEAN,408062
1247.0,83.0,1925.0,324,6.936180574737953,27.0,35.603754923631705,-117.92585212120365,NEAR BAY,482986
4382.0,66.0,1457.0,762,7.711228158518866,13.0,38.04839429362581,-121.5268225726756,INLAND,75457
3497.0,726.0,2016.0,333,6.546506868659545,,35.874512959225385,-118.16329403562547,NEAR OCEAN,383811
2611.0,202.0,1063.0,222,1.5159507480009937,,40.63479894912813,-122.58151847994125,NEAR BAY,402895
1894.0,427.0,472.0,376,8.75883083517057,35.0,35.088022753496155,-120.10676704725418,ISLAND,112894
759.0,637.0,2641.0,767,5.390945527360087,6.0,34.9353479245866,-115.10646225615942,INLAND,111305
2911.0,,1792.0,112,2.8247242637000367,5.0,34.65997693092658,-123.53112343523176,ISLAND,193684
1469.0,678.0,2898.0,122,4.252281854376939,22.0,35.327808689607956,-120.74633905013792,ISLAND,283913
2086.0,923.0,1279.0,812,0.3757109039890738,49.0,37.57404964314187,-115.96743332807618,ISLAND,259699
246.0,391.0,2438.0,685,1.2786680122241756,23.0,39.07015294272591,-114.33560010653204,<1H OCEAN,480305
3319.0,76.0,1771.0,424,7.655467505158608,25.0,38.62567917738785,-120.00681249936025,ISLAND,364281
3011.0,874.0,205.0,682,0.00011634755366141114,34.0,40.077178199814796,-119.42300417842318,NEAR OCEAN,50559
1834.0,336.0,1543.0,557,4.165658284822921,26.0,40.85913995497425,-118.70610842037853,NEAR OCEAN,378393
